Sr_No,Hospital_Name,Address_Original_First_Line,Location,District,State,Pincode,State_ID,District_ID,Latitude,Longitude,coords_valid
22400,Welcare Hospital,"Welcare Hospital, Sahodaran Ayyappan Road, Vyttila, Ernakulam, Kochi, Kerala 682019, India",Ernakulam,,Kerala,682019,,,9.9679782,76.3154420,True
22401,"Kinder Hospitals, Kochi","Metro Pillar, P/345, Kochi - Salem Hwy, near Metro Station, Koonamthai Pathadipalam Residence Association Block C, Pathadipalam, Kalamassery, Kochi, Kerala 682033, India",Kochi,,Kerala,682033,,,10.0382855,76.3167639,True
22402,Rajagiri Hospital,"Near GTN Junction, Munnar Rd, Sanjo Gardens, Chungamvely, Aluva, Kochi, Kerala 683112, India",Aluva,,Kerala,683112,,,10.0876205,76.3881830,True
22403,Lourdes Hospital,"Lourdes hospital Road Pachalam P O, Vaduthala, Kochi, Kerala 682012, India",Kochi,,Kerala,682012,,,10.0064750,76.2774133,True
22404,Ernakulam Medical Centre,"National Highway Bypass, NH 66, Chakkalakkal, Palarivattom, Kochi, Kerala 682028, India",Kochi,,Kerala,682028,,,9.9995404,76.3145778,True
22405,Welcare Hospital,"Welcare Hospital, Sahodaran Ayyappan Road, Vyttila, Ernakulam, Kochi, Kerala 682019, India",Ernakulam,,Kerala,682019,,,9.9679782,76.3154420,True
22406,"Kinder Hospitals, Kochi","Metro Pillar, P/345, Kochi - Salem Hwy, near Metro Station, Koonamthai Pathadipalam Residence Association Block C, Pathadipalam, Kalamassery, Kochi, Kerala 682033, India",Kochi,,Kerala,682033,,,10.0382855,76.3167639,True
22407,Rajagiri Hospital,"Near GTN Junction, Munnar Rd, Sanjo Gardens, Chungamvely, Aluva, Kochi, Kerala 683112, India",Aluva,,Kerala,683112,,,10.0876205,76.3881830,True
22408,Lourdes Hospital,"Lourdes hospital Road Pachalam P O, Vaduthala, Kochi, Kerala 682012, India",Kochi,,Kerala,682012,,,10.0064750,76.2774133,True
22409,Ernakulam Medical Centre,"National Highway Bypass, NH 66, Chakkalakkal, Palarivattom, Kochi, Kerala 682028, India",Kochi,,Kerala,682028,,,9.9995404,76.3145778,True
22410,Welcare Hospital,"Welcare Hospital, Sahodaran Ayyappan Road, Vyttila, Ernakulam, Kochi, Kerala 682019, India",Ernakulam,,Kerala,682019,,,9.9679782,76.3154420,True
22411,Lourdes Hospital,"Lourdes hospital Road Pachalam P O, Vaduthala, Kochi, Kerala 682012, India",Kochi,,Kerala,682012,,,10.0064750,76.2774133,True
22412,Najath Hospital,"Bank Junction, Bridge Rd, near Royal Plaza, Periyar Nagar, Aluva, Kochi, Kerala 683101, India",Aluva,,Kerala,683101,,,10.1110449,76.3515636,True
22413,Rajagiri Hospital,"Near GTN Junction, Munnar Rd, Sanjo Gardens, Chungamvely, Aluva, Kochi, Kerala 683112, India",Aluva,,Kerala,683112,,,10.0876205,76.3881830,True
22414,Sunrise Hospital Kochi,"Seaport - Airport Rd, Thrikkakara, Kakkanad, Kerala 682030, India",Kakkanad,,Kerala,682030,,,10.0252931,76.3389982,True
22415,VPS Lakeshore Hospital,"NH 66, Nettoor, Maradu, Kochi, Kerala 682040, India",Kochi,,Kerala,682040,,,9.9189780,76.3189243,True
22416,Indira Gandhi Co-Operative Hospital,"Gandhi Nagar Road, Opposite Rajiv Gandhi Indoor Stadium, Gandhi Nagar, Kadavanthra, Kochi, Kerala 682020, India",Kochi,,Kerala,682020,,,9.9683094,76.2986138,True
22417,District Hospital Aluva,"Railway Station Rd, near Railway Station, Periyar Nagar, Aluva, Kerala 683101, India",Aluva,,Kerala,683101,,,10.1052836,76.3548330,True
22418,Medical Trust Hospital South Block,"X76Q+PH8, Santhi Ln, Ravipuram, Perumanoor, Ernakulam, Kochi, Kerala 682016, India",Ernakulam,,Kerala,682016,,,9.9617153,76.2889361,True
22419,Carmel Hospital,"Munnar Rd, Asokapuram, Aluva, Ashokapuram, Erumathala West, Kochi, Aluva, Kerala 683101, India",Kochi,,Kerala,683101,,,10.0904883,76.3619146,True
22420,Medical Trust Hospital South Block,"X76Q+PH8, Santhi Ln, Ravipuram, Perumanoor, Ernakulam, Kochi, Kerala 682016, India",Ernakulam,,Kerala,682016,,,9.9617153,76.2889361,True
22421,M V Joseph Memorial Hospital,"Old Muvattupuzha Road, KSRTC Bus Stand Rd, Perumbavoor, Kerala 683542, India",Perumbavoor,,Kerala,683542,,,10.1111880,76.4818035,True
22422,Carmel Hospital,"Munnar Rd, Asokapuram, Aluva, Ashokapuram, Erumathala West, Kochi, Aluva, Kerala 683101, India",Kochi,,Kerala,683101,,,10.0904883,76.3619146,True
22423,The Eye Foundation | Eye Hospital in Kochi,"next to Chamgampuzha Park Metro Station, Devankulangara, Mamangalam, Edappally, Kochi, Kerala 682024, India",Kochi,,Kerala,682024,,,10.0154907,76.3026405,True
22424,"Dr Agarwals Eye Hospital - Kochi, Kerala","66/5234, Gr Flr, Imperial Trade Center, Metro Station, beside Mahatma Gandhi Road, Padma Junction, Kacheripady, Kochi, Kerala 682035, India",Kochi,,Kerala,682035,,,9.9829392,76.2823473,True
22425,Lotus Eye Hospital and Institute - Kochi,"533/33A - 33F Tejas Tower, Sahodaran Ayyappan Rd, Kadavanthra, Kochi, Kerala 682020, India",Kochi,,Kerala,682020,,,9.9674370,76.3012528,True
22426,Giridhar Eye Institute,"Aaradhana, 36/330, Hospital Rd, opp. Pooja Cricket ground, Kannankulangara, Thrippunithura, Kochi, Kerala 682301, India",Kochi,,Kerala,682301,,,9.9411456,76.3471434,True
22427,Department Of Cardiology,"3933+5PJ, HMT Colony, North Kalamassery, Kalamassery, Kochi, Kerala 683503, India",Kochi,,Kerala,683503,,,10.0529532,76.3542680,True
22428,Samaritan Heart Institute,"1st Floor , Samaritan Hospital New Block, Aluva, Pazhanganad, Kerala 683562, India",Aluva,,Kerala,683562,,,10.0438565,76.3974213,True
22429,Rajagiri Hospital,"Near GTN Junction, Munnar Rd, Sanjo Gardens, Chungamvely, Aluva, Kochi, Kerala 683112, India",Aluva,,Kerala,683112,,,10.0876205,76.3881830,True
22430,Ernakulam Medical Centre,"National Highway Bypass, NH 66, Chakkalakkal, Palarivattom, Kochi, Kerala 682028, India",Kochi,,Kerala,682028,,,9.9995404,76.3145778,True
22431,Department of Cardiology | Apollo Hospitals Karukutty,"Apollo Hospitals, 544, National Highway, Kochi, Angamaly, Kerala 683576, India",Angamaly,,Kerala,683576,,,10.2398990,76.3724745,True
22432,Department Of Cardiology,"3933+5PJ, HMT Colony, North Kalamassery, Kalamassery, Kochi, Kerala 683503, India",Kochi,,Kerala,683503,,,10.0529532,76.3542680,True
22433,Samaritan Heart Institute,"1st Floor , Samaritan Hospital New Block, Aluva, Pazhanganad, Kerala 683562, India",Aluva,,Kerala,683562,,,10.0438565,76.3974213,True
22434,Cardiology & Cardiothoracic Department,"Ground Floor, Cardiology block, 25, Medical College Campus Rd, Gandhi Nagar, Arpookara, Kerala 686008, India",Arpookara,,Kerala,686008,,,9.6343136,76.5196803,True
22435,Rajagiri Hospital,"Near GTN Junction, Munnar Rd, Sanjo Gardens, Chungamvely, Aluva, Kochi, Kerala 683112, India",Aluva,,Kerala,683112,,,10.0876205,76.3881830,True
22436,"Kinder Hospitals, Kochi","Metro Pillar, P/345, Kochi - Salem Hwy, near Metro Station, Koonamthai Pathadipalam Residence Association Block C, Pathadipalam, Kalamassery, Kochi, Kerala 682033, India",Kochi,,Kerala,682033,,,10.0382855,76.3167639,True
22437,Lourdes Hospital,"Lourdes hospital Road Pachalam P O, Vaduthala, Kochi, Kerala 682012, India",Kochi,,Kerala,682012,,,10.0064750,76.2774133,True
22438,Ernakulam Medical Centre,"National Highway Bypass, NH 66, Chakkalakkal, Palarivattom, Kochi, Kerala 682028, India",Kochi,,Kerala,682028,,,9.9995404,76.3145778,True
22439,P S Mission Hospital,"Vakayil Rd, Maradu, Kochi, Kerala 682304, India",Kochi,,Kerala,682304,,,9.9377613,76.3226990,True
22440,Renai Medicity,"Mamangalam - Anchumana Temple Rd, Mamangalam, Palarivattom, Kochi, Kerala 682025, India",Kochi,,Kerala,682025,,,10.0077440,76.3033100,True
22441,Department Of Cardiology,"3933+5PJ, HMT Colony, North Kalamassery, Kalamassery, Kochi, Kerala 683503, India",Kochi,,Kerala,683503,,,10.0529532,76.3542680,True
22442,Samaritan Heart Institute,"1st Floor , Samaritan Hospital New Block, Aluva, Pazhanganad, Kerala 683562, India",Aluva,,Kerala,683562,,,10.0438565,76.3974213,True
22443,Rajagiri Hospital,"Near GTN Junction, Munnar Rd, Sanjo Gardens, Chungamvely, Aluva, Kochi, Kerala 683112, India",Aluva,,Kerala,683112,,,10.0876205,76.3881830,True
22444,Ernakulam Medical Centre,"National Highway Bypass, NH 66, Chakkalakkal, Palarivattom, Kochi, Kerala 682028, India",Kochi,,Kerala,682028,,,9.9995404,76.3145778,True
22445,Department of Cardiology | Apollo Hospitals Karukutty,"Apollo Hospitals, 544, National Highway, Kochi, Angamaly, Kerala 683576, India",Angamaly,,Kerala,683576,,,10.2398990,76.3724745,True
22446,Department Of Cardiology,"3933+5PJ, HMT Colony, North Kalamassery, Kalamassery, Kochi, Kerala 683503, India",Kochi,,Kerala,683503,,,10.0529532,76.3542680,True
22447,Samaritan Heart Institute,"1st Floor , Samaritan Hospital New Block, Aluva, Pazhanganad, Kerala 683562, India",Aluva,,Kerala,683562,,,10.0438565,76.3974213,True
22448,Cardiology & Cardiothoracic Department,"Ground Floor, Cardiology block, 25, Medical College Campus Rd, Gandhi Nagar, Arpookara, Kerala 686008, India",Arpookara,,Kerala,686008,,,9.6343136,76.5196803,True
22449,Rajagiri Hospital,"Near GTN Junction, Munnar Rd, Sanjo Gardens, Chungamvely, Aluva, Kochi, Kerala 683112, India",Aluva,,Kerala,683112,,,10.0876205,76.3881830,True
22450,KJM Children's Clinic,"3rd Cross Road, Cherupushpam Lane 2, Giri Nagar, Kadavanthra, Ernakulam, Kochi, Kerala 682020, India",Ernakulam,,Kerala,682020,,,9.9667310,76.3037649,True
22451,"Kinder Hospitals, Kochi","Metro Pillar, P/345, Kochi - Salem Hwy, near Metro Station, Koonamthai Pathadipalam Residence Association Block C, Pathadipalam, Kalamassery, Kochi, Kerala 682033, India",Kochi,,Kerala,682033,,,10.0382855,76.3167639,True
22452,"Kinder Hospitals, Kochi","Metro Pillar, P/345, Kochi - Salem Hwy, near Metro Station, Koonamthai Pathadipalam Residence Association Block C, Pathadipalam, Kalamassery, Kochi, Kerala 682033, India",Kochi,,Kerala,682033,,,10.0382855,76.3167639,True
22453,Rajagiri Hospital,"Near GTN Junction, Munnar Rd, Sanjo Gardens, Chungamvely, Aluva, Kochi, Kerala 683112, India",Aluva,,Kerala,683112,,,10.0876205,76.3881830,True
22454,Lourdes Hospital,"Lourdes hospital Road Pachalam P O, Vaduthala, Kochi, Kerala 682012, India",Kochi,,Kerala,682012,,,10.0064750,76.2774133,True
22455,Ernakulam Medical Centre,"National Highway Bypass, NH 66, Chakkalakkal, Palarivattom, Kochi, Kerala 682028, India",Kochi,,Kerala,682028,,,9.9995404,76.3145778,True
22456,Welcare Hospital,"Welcare Hospital, Sahodaran Ayyappan Road, Vyttila, Ernakulam, Kochi, Kerala 682019, India",Ernakulam,,Kerala,682019,,,9.9679782,76.3154420,True
22457,Rajagiri Hospital,"Near GTN Junction, Munnar Rd, Sanjo Gardens, Chungamvely, Aluva, Kochi, Kerala 683112, India",Aluva,,Kerala,683112,,,10.0876205,76.3881830,True
22458,Apollo Adlux Hospital | Best Hospital in Kochi,"Near Adlux convention center Cable Junction Ernakulam District, National Highway 47 Karukutty, Angamaly, Kerala 683576, India",Angamaly,,Kerala,683576,,,10.2396817,76.3724930,True
22459,"Kinder Hospitals, Kochi","Metro Pillar, P/345, Kochi - Salem Hwy, near Metro Station, Koonamthai Pathadipalam Residence Association Block C, Pathadipalam, Kalamassery, Kochi, Kerala 682033, India",Kochi,,Kerala,682033,,,10.0382855,76.3167639,True
22460,Najath Hospital,"Bank Junction, Bridge Rd, near Royal Plaza, Periyar Nagar, Aluva, Kochi, Kerala 683101, India",Aluva,,Kerala,683101,,,10.1110449,76.3515636,True
22461,Lakshmi Hospital,"Mezhukkattil Building, Sub Jail Rd, opp. Zeenath Theatre, Periyar Nagar, Aluva, Kerala 683101, India",Aluva,,Kerala,683101,,,10.1050882,76.3584821,True
22462,Rajagiri Medical Center,"Aluva - Munnar Road, Angamaly, Kerala 683572, India",Angamaly,,Kerala,683572,,,10.1878362,76.3822894,True
22463,M V Joseph Memorial Hospital,"Old Muvattupuzha Road, KSRTC Bus Stand Rd, Perumbavoor, Kerala 683542, India",Perumbavoor,,Kerala,683542,,,10.1111880,76.4818035,True
22464,Carmel Hospital,"Munnar Rd, Asokapuram, Aluva, Ashokapuram, Erumathala West, Kochi, Aluva, Kerala 683101, India",Kochi,,Kerala,683101,,,10.0904883,76.3619146,True
22465,Apollo Adlux Hospital | Best Hospital in Kochi,"Near Adlux convention center Cable Junction Ernakulam District, National Highway 47 Karukutty, Angamaly, Kerala 683576, India",Angamaly,,Kerala,683576,,,10.2396817,76.3724930,True
22466,"MAGJ Hospital, Mookkannoor, Angamaly","Mookkannoor, P.O, Mookkannoor Ezhattumugham Rd, Angamaly, Mookkannoor, Kerala 683577, India",Angamaly,,Kerala,683577,,,10.2205562,76.4135571,True
22467,Medical Trust Hospital South Block,"X76Q+PH8, Santhi Ln, Ravipuram, Perumanoor, Ernakulam, Kochi, Kerala 682016, India",Ernakulam,,Kerala,682016,,,9.9617153,76.2889361,True
22468,M V Joseph Memorial Hospital,"Old Muvattupuzha Road, KSRTC Bus Stand Rd, Perumbavoor, Kerala 683542, India",Perumbavoor,,Kerala,683542,,,10.1111880,76.4818035,True
22469,Carmel Hospital,"Munnar Rd, Asokapuram, Aluva, Ashokapuram, Erumathala West, Kochi, Aluva, Kerala 683101, India",Kochi,,Kerala,683101,,,10.0904883,76.3619146,True
22470,"Aster MIMS Hospital, Calicut","Mini Bypass Rd, Govindapuram, Kozhikode, Kerala 673016, India",Kozhikode,,Kerala,673016,,,11.2457590,75.7979556,True
22471,Meitra Hospital,"Building No. 38/2208, B Karaparamba, Mini Bypass Rd, Kunduparampa, Edakkad, Kozhikode, Kerala 673005, India",Edakkad,,Kerala,673005,,,11.3018283,75.7752089,True
22472,Malabar Hospitals,"Eranhipalam Junction, Civil Station PO, Eranhipaalam, Eranhippalam, Kozhikode, Kerala 673020, India",Kozhikode,,Kerala,673020,,,11.2805855,75.7847481,True
22473,"Baby Memorial Hospital,Calicut","Indira Gandhi Rd, Arayidathupalam, Kozhikode, Kerala 673004, India",Kozhikode,,Kerala,673004,,,11.2600489,75.7926140,True
22474,CareLand General Hospital,"Poovattuparamba Opposite Grand plaza apartments, Kozhikode, Poovattuparamba, Kerala 673008, India",Kozhikode,,Kerala,673008,,,11.2652306,75.8861146,True
22475,Fathima Hospital,"Fathima Hospital Building, Bank Rd, Near LIC Office, Kozhikode, Kerala 673001, India",Kozhikode,,Kerala,673001,,,11.2619364,75.7801598,True
22476,"Kinder Hospitals, Kochi","Metro Pillar, P/345, Kochi - Salem Hwy, near Metro Station, Koonamthai Pathadipalam Residence Association Block C, Pathadipalam, Kalamassery, Kochi, Kerala 682033, India",Kochi,,Kerala,682033,,,10.0382855,76.3167639,True
22477,Rajagiri Hospital,"Near GTN Junction, Munnar Rd, Sanjo Gardens, Chungamvely, Aluva, Kochi, Kerala 683112, India",Aluva,,Kerala,683112,,,10.0876205,76.3881830,True
22478,Lourdes Hospital,"Lourdes hospital Road Pachalam P O, Vaduthala, Kochi, Kerala 682012, India",Kochi,,Kerala,682012,,,10.0064750,76.2774133,True
22479,Ernakulam Medical Centre,"National Highway Bypass, NH 66, Chakkalakkal, Palarivattom, Kochi, Kerala 682028, India",Kochi,,Kerala,682028,,,9.9995404,76.3145778,True
22480,Welcare Hospital,"Welcare Hospital, Sahodaran Ayyappan Road, Vyttila, Ernakulam, Kochi, Kerala 682019, India",Ernakulam,,Kerala,682019,,,9.9679782,76.3154420,True
22481,"Kinder Hospitals, Kochi","Metro Pillar, P/345, Kochi - Salem Hwy, near Metro Station, Koonamthai Pathadipalam Residence Association Block C, Pathadipalam, Kalamassery, Kochi, Kerala 682033, India",Kochi,,Kerala,682033,,,10.0382855,76.3167639,True
22482,Rajagiri Hospital,"Near GTN Junction, Munnar Rd, Sanjo Gardens, Chungamvely, Aluva, Kochi, Kerala 683112, India",Aluva,,Kerala,683112,,,10.0876205,76.3881830,True
22483,Lourdes Hospital,"Lourdes hospital Road Pachalam P O, Vaduthala, Kochi, Kerala 682012, India",Kochi,,Kerala,682012,,,10.0064750,76.2774133,True
22484,Ernakulam Medical Centre,"National Highway Bypass, NH 66, Chakkalakkal, Palarivattom, Kochi, Kerala 682028, India",Kochi,,Kerala,682028,,,9.9995404,76.3145778,True
22485,Welcare Hospital,"Welcare Hospital, Sahodaran Ayyappan Road, Vyttila, Ernakulam, Kochi, Kerala 682019, India",Ernakulam,,Kerala,682019,,,9.9679782,76.3154420,True
22486,"Kinder Hospitals, Kochi","Metro Pillar, P/345, Kochi - Salem Hwy, near Metro Station, Koonamthai Pathadipalam Residence Association Block C, Pathadipalam, Kalamassery, Kochi, Kerala 682033, India",Kochi,,Kerala,682033,,,10.0382855,76.3167639,True
22487,Rajagiri Hospital,"Near GTN Junction, Munnar Rd, Sanjo Gardens, Chungamvely, Aluva, Kochi, Kerala 683112, India",Aluva,,Kerala,683112,,,10.0876205,76.3881830,True
22488,Lourdes Hospital,"Lourdes hospital Road Pachalam P O, Vaduthala, Kochi, Kerala 682012, India",Kochi,,Kerala,682012,,,10.0064750,76.2774133,True
22489,Ernakulam Medical Centre,"National Highway Bypass, NH 66, Chakkalakkal, Palarivattom, Kochi, Kerala 682028, India",Kochi,,Kerala,682028,,,9.9995404,76.3145778,True
22490,Welcare Hospital,"Welcare Hospital, Sahodaran Ayyappan Road, Vyttila, Ernakulam, Kochi, Kerala 682019, India",Ernakulam,,Kerala,682019,,,9.9679782,76.3154420,True
22491,Tely Medical Centre,"Tely medical Centre, 2nd gate, 24/37A, 2nd gate, near 2nd railway gate, inside hospital, Thiruvangad, Illathaazha, Thalassery, Kerala 670103, India",Thalassery,,Kerala,670103,,,11.7446864,75.5006044,True
22492,District Hospital Kannur,"District Hospital Post, Ayikkara Government Hospital Rd, Burnacherry, Kannur, Kerala 670017, India",Kannur,,Kerala,670017,,,11.8614086,75.3711262,True
22493,Indira Gandhi Co-Operative Hospital,"Manjodi, Thiruvangad, Illathaazha, Thalassery, Kerala 670103, India",Thalassery,,Kerala,670103,,,11.7468858,75.5060557,True
22494,"Baby Memorial Hospital, Kannur","NH 66,Chala, bypass, Nadal, Chala, Kerala 670621, India",Nadal,,Kerala,670621,,,11.8394019,75.4278268,True
22495,AKG Memorial Co operative Hospital,"Kasaragod - Kannur Rd, Talap, Kannur, Kerala 670002, India",Kannur,,Kerala,670002,,,11.8851516,75.3730455,True
22496,Koyili Hospital,"Koyili Hospital Pallikkunnu, PO, Talap, Kannur, Kerala 670002, India",Kannur,,Kerala,670002,,,11.8871774,75.3715292,True
22497,Thalassery Mission Hospital,"Goods Shed Road, Palissery, Thalassery, Kerala 670101, India",Thalassery,,Kerala,670101,,,11.7541069,75.4907530,True
22498,General Hospital Thalassery,"NH 66, opposite to Hotel Western, Palissery, Thalassery, Kerala 670101, India",Thalassery,,Kerala,670101,,,11.7475648,75.4873129,True
22499,Regional Neuro Centre,"Chevayoor, Kozhikode, Kerala 673017, India",Kozhikode,,Kerala,673017,,,11.2705683,75.8256184,True
22500,Bmh Hospital Neuro Surgery Icu,"7Q5R+RW2, Indira Gandhi Rd, Arayidathupalam, Kozhikode, Kerala 673004, India",Kozhikode,,Kerala,673004,,,11.2595231,75.7922735,True
22501,Meitra Hospital,"Building No. 38/2208, B Karaparamba, Mini Bypass Rd, Kunduparampa, Edakkad, Kozhikode, Kerala 673005, India",Edakkad,,Kerala,673005,,,11.3018283,75.7752089,True
22502,Shafi Dawa Khana Health Complex,"7VX2+6F5, SH29, Chelavoor, Kozhikode, Kerala 673571, India",Kozhikode,,Kerala,673571,,,11.2979490,75.8502848,True
22503,Regional Neuro Centre,"Chevayoor, Kozhikode, Kerala 673017, India",Kozhikode,,Kerala,673017,,,11.2705683,75.8256184,True
22504,Irine Healthcity,"Kottakkal, Kerala 676501, India",Kottakkal,,Kerala,676501,,,10.9953009,75.9919448,True
22505,Bmh Hospital Neuro Surgery Icu,"7Q5R+RW2, Indira Gandhi Rd, Arayidathupalam, Kozhikode, Kerala 673004, India",Kozhikode,,Kerala,673004,,,11.2595231,75.7922735,True
22506,Meitra Hospital,"Building No. 38/2208, B Karaparamba, Mini Bypass Rd, Kunduparampa, Edakkad, Kozhikode, Kerala 673005, India",Edakkad,,Kerala,673005,,,11.3018283,75.7752089,True
22507,Neurology Centre - Specialized Care for Stroke | Epilepsy | Parkinson's Disease | Headache | Dementia,"1st floor, Pristyn Care Doctors Hospital, Mahakavi Vailoppilli Rd, Kaloor, Kochi, Kerala 682025, India",Kochi,,Kerala,682025,,,10.0001448,76.3068544,True
22508,"Kinder Hospitals, Kochi","Metro Pillar, P/345, Kochi - Salem Hwy, near Metro Station, Koonamthai Pathadipalam Residence Association Block C, Pathadipalam, Kalamassery, Kochi, Kerala 682033, India",Kochi,,Kerala,682033,,,10.0382855,76.3167639,True
22509,Neurology Centre - Specialized Care for Stroke | Epilepsy | Parkinson's Disease | Headache | Dementia,"1st floor, Pristyn Care Doctors Hospital, Mahakavi Vailoppilli Rd, Kaloor, Kochi, Kerala 682025, India",Kochi,,Kerala,682025,,,10.0001448,76.3068544,True
